CGCS2000坐标系;西安80坐标系;9.3447265625;-115.1484375;0;0;0;-0.0841503379358866;-3.49455513060093E-06
CGCS2000坐标系;北京54坐标系;93.392578125;-59.23681640625;0;0;0;-1.00412315303189;-1.15972943603992E-05
北京54坐标系;CGCS2000坐标系;-93.3935546875;59.2381591796875;0;0;0;1.0041405680191;1.15972943603992E-05
北京54坐标系;西安80坐标系;-84.05078125;-55.9107666015625;0;0;0;0.919992674703342;8.10297206044197E-06
西安80坐标系;北京54坐标系;84.046875;55.9105224609375;0;0;0;-0.919978742713571;-8.10227356851101E-06
西安80坐标系;CGCS2000坐标系;-9.34375;115.149169921875;0;0;0;0.0841501532703374;3.49432229995728E-06
西安80坐标系;当地坐标系;40.576171875;39.65673828125;0;0;0;-1.46736205035002;2.36323103308678E-06
北京54坐标系;当地坐标系;-43.4765625;-16.255126953125;0;0;0;-0.547375114611243;1.04671344161034E-05
CGCS2000坐标系;当地坐标系;49.9228515625;-75.491943359375;0;0;0;-1.5515029586181;-1.13178975880146E-06
当地坐标系;CGCS2000坐标系;-49.9169921875;75.492919921875;0;0;0;1.55149952398545;1.13039277493954E-06
当地坐标系;北京54坐标系;43.470703125;16.25439453125;0;0;0;0.547363319382672;-1.04655046015978E-05
当地坐标系;西安80坐标系;-40.5751953125;-39.6561279296875;0;0;0;1.46734899552161;-2.36392952501774E-06
